FID,OBJECTID,SHAPE,ADRESSE,ANDERE_BEZEICHNUNG,ART_DER_ORGANISATION,ART_DES_BAUWERKS,ART_DES_EREIGNISSES,ART_DES_OBJEKTS,BENANNT_NACH,BEZIRK,BEZIRK_TXT,DATUM_BIS,DATUM_VON,EINLAGEZAHL,FRUEHERE_BEZEICHNUNG,KATEGORIE,KATEGORIE_TXT,LAGE,NAME_SEIT,PAGEID,PROMINENTE_BEWOHNER,PROMINENTE_PERSONEN,SEITENNAME,STADTPLAN,WEBLINK1,SE_ANNO_CAD_DATA
KULTURWIKIOGD.288016,288016,POINT (16.303403430914383 48.22984681419552),"17., Alszeile 88 Haus 1",,,,,Verkehrsfläche,Charlotte Bühler,17,,,,,,0,topografische_objekte,,,32974,,,Charlotte-Bühler-Weg,1,https://www.geschichtewiki.wien.gv.at/?curid=32974,
KULTURWIKIOGD.288017,288017,POINT (16.42656857171431 48.24380329887764),"22., Cherubinistraße 7",,,,,Verkehrsfläche,Luigi Cherubini,22,22,,,,,0,TopografischeObjekte,Kagran,19 November 1952,17961,,,Cherubinistraße,1,https://www.geschichtewiki.wien.gv.at/?curid=17961,
KULTURWIKIOGD.288018,288018,POINT (16.38719552637737 48.17522891663605),"10., Gudrunstraße 55-103/51",,,,,Verkehrsfläche,Ottokar Chiari,10,10,,,,,0,TopografischeObjekte,Favoriten,23 März 1932,18387,,,Chiarigasse,1,https://www.geschichtewiki.wien.gv.at/?curid=18387,
KULTURWIKIOGD.288020,288020,POINT (16.30592557892411 48.204701274310324),"16., Josef-Weinheber-Platz 10/8",,,,,Verkehrsfläche,Hans Chlumberg,16,16,,,,,0,TopografischeObjekte,Ottakring,21 Januar 1959,18883,,,Chlumberggasse,1,https://www.geschichtewiki.wien.gv.at/?curid=18883,
KULTURWIKIOGD.288021,288021,POINT (16.333654558541316 48.252199529901034),"19., Paul-Ehrlich-Gasse 23/2",,,,,Verkehrsfläche,Josef Chmel,19,19,,,,,0,TopografischeObjekte,Grinzing,3 März 1961,18915,,,Chmelgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=18915,
KULTURWIKIOGD.288022,288022,POINT (16.42833228629245 48.207625347190486),"02., Chrastekgasse 1/5",,,,,Verkehrsfläche,Eduard Chrastek,2,2,,2002,,,0,TopografischeObjekte,,4 Juni 2002,30934,,,Chrastekgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=30934,
KULTURWIKIOGD.288023,288023,POINT (16.340826542776902 48.19582474062196),"06., Christian-Broda-Platz T",,,,,Verkehrsfläche,Christian Broda,6,,,,,,0,topografische_objekte,Nähe Mariahilfer Gürtel,,32978,,,Christian-Broda-Platz,1,https://www.geschichtewiki.wien.gv.at/?curid=32978,
KULTURWIKIOGD.288024,288024,POINT (16.383573664185878 48.266651427954294),"21., Christian-Bucher-Gasse 11",,,,,Verkehrsfläche,Christian Bucher,21,,,,,,0,topografische_objekte,,,19060,,,Christian-Bucher-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19060,
KULTURWIKIOGD.288025,288025,POINT (16.245509712809483 48.2185830533708),"14., Forstmeistergasse 6",,,,,Verkehrsfläche,Christian-Petzlberger-Weg,14,14,,1956,,,0,TopografischeObjekte,"Hadersdorf, Siedlungen Jägerwald und Knödelhütte",17 Oktober 1956,19064,,,Christian-Petzlberger-Weg,1,https://www.geschichtewiki.wien.gv.at/?curid=19064,
KULTURWIKIOGD.288026,288026,POINT (16.23497942397832 48.20882297051595),"14., Friedhofstraße 19 Parz. 83",,,,,Verkehrsfläche,Christian Lorenz von Arup,14,14,,,,,0,TopografischeObjekte,Hadersdorf,,19078,,,Christian-von-Arup-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19078,
KULTURWIKIOGD.288009,288009,POINT (16.34241306000132 48.20751114701355),"07., Lerchenfelder Straße 103-109",,,,,Verkehrsfläche,Ceija Stojka,7,,,,,,0,topografische_objekte,,,33478,,,Ceija-Stojka-Platz,1,https://www.geschichtewiki.wien.gv.at/?curid=33478,
KULTURWIKIOGD.287214,287214,POINT (16.501177084375716 48.22582872922699),"22., Sonnenallee 47/3",,,,,Verkehrsfläche,Agnes Primocic,22,22,,2012,,,0,TopografischeObjekte,Aspern,28 Februar 2012,33186,,,Agnes-Primocic-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=33186,
KULTURWIKIOGD.287215,287215,POINT (16.312110860962182 48.253551545473904),"19., Agnesgasse 21",,,,,Verkehrsfläche,"Agnes (Österreich, 1072-1143)",19,,,,,,0,topografische_objekte,,,17028,,,Agnesgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17028,
KULTURWIKIOGD.287216,287216,POINT (16.30150339140664 48.206464543935944),"16., Agricolagasse 12",,,,,Verkehrsfläche,Karl Agricola,16,16,,,,,0,TopografischeObjekte,Ottakring,23 Mai 1936,17046,,,Agricolagasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17046,
KULTURWIKIOGD.287217,287217,POINT (16.347792260721246 48.200306270503305),"07., Ahornergasse 7",,,,,Verkehrsfläche,Karl Ahorner,7,7,,1938,,Kreipelgasse,0,TopografischeObjekte,,11 März 1946,17478,,,Ahornergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17478,
KULTURWIKIOGD.287218,287218,POINT (16.451721042148403 48.21082739629417),"22., Ahornweg 20",,,,,Verkehrsfläche,Laubbaum Ahorn,22,22,,,,Hillerweg,0,TopografischeObjekte,"Stadlau, Siedlung Fischerwiese",16 Januar 1978,17481,,,Ahornweg,1,https://www.geschichtewiki.wien.gv.at/?curid=17481,
KULTURWIKIOGD.287219,287219,POINT (16.259992781457644 48.19471155644299),"13., Aichbühelgasse 6",,,,,Verkehrsfläche,Johann Carl Aichbühel,13,13,,1961,,Quergasse,0,TopografischeObjekte,Hacking,15 Februar 1961,17491,,,Aichbühelgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17491,
KULTURWIKIOGD.287220,287220,POINT (16.2600646316691 48.19466526020149),"13., Aichbühelgasse 6",Lilienberggasse,,,,Verkehrsfläche,Johann Carl Aichbühel,13,,,,,,0,topografische_objekte,Hacking,,49628,,,Aichbühelgasse (13),1,https://www.geschichtewiki.wien.gv.at/?curid=49628,
KULTURWIKIOGD.287221,287221,POINT (16.3240603717073 48.17884128299695),"12., Aichholzgasse 34",,,,,Verkehrsfläche,Joseph Maria Miller-Aichholz,12,,,,,,0,topografische_objekte,,,17501,,,Aichholzgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17501,
KULTURWIKIOGD.287222,287222,POINT (16.337174794765517 48.18442583126674),"12., Aichhorngasse 10",,,,,Verkehrsfläche,Aichhorngasse,12,,,,,,0,topografische_objekte,,,17508,,,Aichhorngasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17508,
KULTURWIKIOGD.287223,287223,POINT (16.348368618993458 48.13979192731402),"23., Vösendorfer Straße 134",,,,,Verkehrsfläche,Gleichnamigen Oper von Giuseppe Verdi,23,23,,,,,0,TopografischeObjekte,Inzersdorf,1 Juni 1960,17515,,,Aidagasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17515,
KULTURWIKIOGD.287224,287224,POINT (16.375973647448134 48.2465063275606),"20., Leystraße 23/14",,,,,Verkehrsfläche,Josef Matthäus (Matthias) Aigner,20,,,,,,0,topografische_objekte,,,17529,,,Aignerstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=17529,
KULTURWIKIOGD.287225,287225,POINT (16.447818216658277 48.138978979860696),"11., Sofie-Lazarsfeld-Straße 26 Obj. 1",,,,,Verkehrsfläche,Josef Ailec,11,11,,,,,0,TopografischeObjekte,Kaiserebersdorf,12 Mai 1975,17538,,,Ailecgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17538,
KULTURWIKIOGD.287226,287226,POINT (16.45065571888403 48.28303718767359),"21., Aistgasse 33",,,,,Verkehrsfläche,Einem oberösterreichischen Nebenfluss der Donau,21,21,,,,,0,TopografischeObjekte,Leopoldau,23 September 1953,17543,,,Aistgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17543,
KULTURWIKIOGD.287227,287227,POINT (16.37134931769026 48.20166745728912),"01., Kärntner Ring 10",,,,,Verkehrsfläche,Handelsakademie,1,,,,,,0,topografische_objekte,,,17561,,,Akademiestraße,1,https://www.geschichtewiki.wien.gv.at/?curid=17561,
KULTURWIKIOGD.287228,287228,POINT (16.317117792728148 48.133008606092226),"23., Akaziengasse 47-49(HAUS 20)",,,,,Verkehrsfläche,Bäume,23,23,,,,,0,TopografischeObjekte,Siebenhirten,17 September 1952,17566,,,Akaziengasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17566,
KULTURWIKIOGD.287229,287229,POINT (16.467218892502796 48.22703814227714),"22., Akeleiweg 13A",,,,,Verkehrsfläche,Hahnenfußgewächs Akelei,22,22,,,,,0,TopografischeObjekte,Aspern,2 Juli 1944,17570,,,Akeleiweg,1,https://www.geschichtewiki.wien.gv.at/?curid=17570,
KULTURWIKIOGD.287230,287230,POINT (16.314946506019247 48.20140461895233),"15., Akkonplatz 2",,,,,Verkehrsfläche,Der türkischen Festung Akkon in Palästina,15,,,,,,0,topografische_objekte,,,17571,,,Akkonplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=17571,
KULTURWIKIOGD.287492,287492,POINT (16.240812004445974 48.215007423637495),"14., Antonie-Platzer-Gasse 18",Anton-Geiger-Weg,,,,Verkehrsfläche,Antonie Platzer,14,14,,1991,,,0,TopografischeObjekte,,6 Dezember 1991,30021,,,Antonie-Platzer-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=30021,
KULTURWIKIOGD.287493,287493,POINT (16.335783887052305 48.223290621619206),"17., Kalvarienberggasse 71",,,,,Verkehrsfläche,Anton Klettenhofer,17,,,,,,0,topografische_objekte,,,25918,,,Antonigasse,1,https://www.geschichtewiki.wien.gv.at/?curid=25918,
KULTURWIKIOGD.287494,287494,POINT (16.376844687743738 48.17125976212607),"10., Antonsplatz 23",,,,,Verkehrsfläche,Antonkirche (10),10,10,,1897,,,0,TopografischeObjekte,Favoriten,3 November 1897,26002,,,Antonsplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=26002,
KULTURWIKIOGD.287495,287495,POINT (16.247297895603253 48.20757874451778),"14., Anzbachgasse 56",,,,,Verkehrsfläche,Flur Anzbach,14,14,,1923,,,0,TopografischeObjekte,Hütteldorf,21 November 1923,26028,,,Anzbachgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26028,
KULTURWIKIOGD.287496,287496,POINT (16.364851804563095 48.18505889221615),"05., Anzengrubergasse 16",,,,,Verkehrsfläche,Ludwig Anzengruber,5,5,,1890,,,0,TopografischeObjekte,,11 März 1890,26061,,,Anzengrubergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26061,
KULTURWIKIOGD.287497,287497,POINT (16.23276121360016 48.21146975375656),"14., Anzengruberstraße 56",,,,,Verkehrsfläche,Ludwig Anzengruber,14,14,,,,,0,TopografischeObjekte,Hadersdorf,,26070,,,Anzengruberstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=26070,
KULTURWIKIOGD.287498,287498,POINT (16.369378013280535 48.197467506130835),"04., Apfelgasse 6",,,,,Verkehrsfläche,Zum roten Apfel (4),4,4,,1870,,,0,TopografischeObjekte,Wieden,2 Januar 1873,26093,,,Apfelgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26093,
KULTURWIKIOGD.287499,287499,POINT (16.23863555305092 48.20716573209454),"14., Apfelrosenweg 4",,,,,Verkehrsfläche,Rosenart,14,14,,1966,,,0,TopografischeObjekte,Hadersdorf,19 Oktober 1966,26101,,,Apfelrosenweg,1,https://www.geschichtewiki.wien.gv.at/?curid=26101,
KULTURWIKIOGD.287500,287500,POINT (16.43051118878998 48.17378227006697),"11., KLG Simmeringer Haide Gr. 1 Parz. 76",,,,,Verkehrsfläche,Kernobst,11,,,,,,0,topografische_objekte,Simmering,,26103,,,Apfelweg,1,https://www.geschichtewiki.wien.gv.at/?curid=26103,
KULTURWIKIOGD.287501,287501,POINT (16.342559974909232 48.19812750335237),"07., Apollogasse 9",,,,,Verkehrsfläche,Apollosaal (7),7,,,,,,0,topografische_objekte,Schottenfeld,,26107,,,Apollogasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26107,
KULTURWIKIOGD.287502,287502,POINT (16.396903435699137 48.198558565293254),"03., Apostelgasse 17",,,,,Verkehrsfläche,Aposteln Peter und Paul,3,,,,,,0,topografische_objekte,,,26128,,,Apostelgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26128,
KULTURWIKIOGD.287503,287503,POINT (16.27499974651686 48.13781356895078),"23., Aquäduktsteg 2363",,,,,Verkehrsfläche,,23,,,,,,0,topografische_objekte,,,26267,,,Aquäduktgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26267,
KULTURWIKIOGD.287504,287504,POINT (16.26335049474987 48.13999651105007),"23., Lechthalergasse 43",,,,,Verkehrsfläche,"Titelfigur der Oper „Arabella"" von Richard Strauss",23,23,,1959,,,0,TopografischeObjekte,,,26277,,,Arabellagasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26277,
KULTURWIKIOGD.287505,287505,POINT (16.428884817686058 48.24838761616877),"22., Arakawastraße 4/3",,,,,Verkehrsfläche,22. Bezirk der Stadt Tokio,22,22,,1998,,,0,TopografischeObjekte,,10 Februar 1998,30045,,,Arakawastraße,1,https://www.geschichtewiki.wien.gv.at/?curid=30045,
KULTURWIKIOGD.287506,287506,POINT (16.349469472072766 48.185271212668326),"05., Einsiedlerplatz 13",,,,,Verkehrsfläche,Arbeiterfamilienhäusern,5,5,,1871,,,0,TopografischeObjekte,,,26338,,,Arbeitergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26338,
KULTURWIKIOGD.287507,287507,POINT (16.41286640001444 48.243772786541825),"22., Arbeiterstrandbadstraße 87B",,,,,Verkehrsfläche,Arbeiterstrandbad,22,"21,22",,,,Arbeiterstrandbadgasse,0,TopografischeObjekte,Donaufeld,1912,26459,,,Arbeiterstrandbadstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=26459,
KULTURWIKIOGD.287508,287508,POINT (16.339472124903203 48.24430744730189),"19., Arbesbachgasse 33/12",,,,,Verkehrsfläche,Erbsenbach,19,19,,1904,,,0,TopografischeObjekte,Oberdöbling,18 Oktober 1904,26965,,,Arbesbachgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=26965,
KULTURWIKIOGD.287509,287509,POINT (16.390843205066606 48.19721608495425),"03., Arenberggasse 4",,,,,Verkehrsfläche,Leopold Philipp Carl Arenberg,3,3,,1862,,,0,TopografischeObjekte,,1862,27106,,,Arenberggasse,1,https://www.geschichtewiki.wien.gv.at/?curid=27106,
KULTURWIKIOGD.287751,287751,POINT (16.286337110882638 48.22951976978008),"17., KLG Neu Nachreihen V VEREIN",,,,,Verkehrsfläche,Betty Fischer,17,17,,1999,,,0,TopografischeObjekte,Kleingartenanlage Neu-Mitterberg,12 Oktober 1999,30267,,,Betty-Fischer-Weg,1,https://www.geschichtewiki.wien.gv.at/?curid=30267,
KULTURWIKIOGD.287752,287752,POINT (16.318053864996347 48.175316462466576),"12., Betty-Roose-Weg 1",,,,,Verkehrsfläche,Betty Roose,12,12,,1930,,,0,TopografischeObjekte,"Obermeidling; Gartenstadt ""Am Tivoli""",28 Mai 1930,10482,,,Betty-Roose-Weg,1,https://www.geschichtewiki.wien.gv.at/?curid=10482,
KULTURWIKIOGD.287753,287753,POINT (16.34808395173277 48.147898331096904),"23., Beyfusgasse 25",,,,,Verkehrsfläche,Hermann Beyfus,23,23,,1954,,,0,TopografischeObjekte,Inzersdorf,1954,10557,,,Beyfusgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10557,
KULTURWIKIOGD.287754,287754,POINT (16.47607012574228 48.2048624151171),"22., Biberhaufenweg ECKE SCHILFWEG STAND",,,,,Verkehrsfläche,Biberhaufen,22,,,,,,0,topografische_objekte,,,10838,,,Biberhaufenweg,1,https://www.geschichtewiki.wien.gv.at/?curid=10838,
KULTURWIKIOGD.287755,287755,POINT (16.480125490895173 48.246801820031926),"22., Bibernellweg 11",,,,,Verkehrsfläche,Bibernelle,22,22,,1965,,,0,TopografischeObjekte,Hirschstetten,3 Februar 1965,10840,,,Bibernellweg,1,https://www.geschichtewiki.wien.gv.at/?curid=10840,
KULTURWIKIOGD.287756,287756,POINT (16.380979527430853 48.20902885921992),"01., Biberstraße 11",,,,,Verkehrsfläche,Ministerialgeschlecht der Biber,1,,,,,,0,topografische_objekte,,,10844,,,Biberstraße,1,https://www.geschichtewiki.wien.gv.at/?curid=10844,
KULTURWIKIOGD.287757,287757,POINT (16.360820075058985 48.14081712270663),"23., Kronfußgasse 43",,,,,Verkehrsfläche,Rudolf Bibl der Ältere,23,23,,1959,,,0,TopografischeObjekte,Inzersdorf; Siedlung Blumental,8 Juli 1959,10862,,,Biblgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10862,
KULTURWIKIOGD.287758,287758,POINT (16.32134407869834 48.16495035258664),"12., Frühwirthgasse 52",,,,,Verkehrsfläche,Gustav Bickell,12,,,,,,0,topografische_objekte,,,10949,,,Bickellgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10949,
KULTURWIKIOGD.287759,287759,POINT (16.289165352528734 48.14001352870696),"23., Steinergasse 36/19",,,,,Verkehrsfläche,Josef Bick,23,23,,1952,,,0,TopografischeObjekte,,12 Oktober 1952,10950,,,Bickgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10950,
KULTURWIKIOGD.287760,287760,POINT (16.349442701652606 48.235401389946524),"19., Biedergasse 5",,,,,Verkehrsfläche,Eduard Bieder,19,,,,,,0,topografische_objekte,,,10955,,,Biedergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10955,
KULTURWIKIOGD.287761,287761,POINT (16.315202663767423 48.16336941067245),"12., Biedermanngasse 15",,,,,Verkehrsfläche,Michael Lazar Biedermann,12,,,,,,0,topografische_objekte,,,10959,,,Biedermanngasse,1,https://www.geschichtewiki.wien.gv.at/?curid=10959,
KULTURWIKIOGD.287762,287762,POINT (16.48908876171156 48.21702345316387),"22., Groß-Enzersdorfer Straße 7",,,,,Verkehrsfläche,Wilhelm Bienefeld von Löwenkron,22,,,,,,0,topografische_objekte,,,11377,,,Bienefeldgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=11377,
KULTURWIKIOGD.287763,287763,POINT (16.35859126390251 48.19954791502926),"06., Bienengasse 6-8",,,,,Verkehrsfläche,Zum Bienenkorb,6,,,,,,0,topografische_objekte,Untere Windmühle,,11379,,,Bienengasse,1,https://www.geschichtewiki.wien.gv.at/?curid=11379,
KULTURWIKIOGD.287764,287764,POINT (16.432170613485606 48.17181123693551),"11., KLG Simmeringer Haide Gruppe 7 Parz. 712",,,,,Verkehrsfläche,Bienenstöcken,11,11,,,,,0,TopografischeObjekte,"Simmering; Schrebergärten ""Simmeriner Haide""",10 März 1993,11380,,,"Bienenweg, 11. Bezirk",1,https://www.geschichtewiki.wien.gv.at/?curid=11380,
KULTURWIKIOGD.287765,287765,POINT (16.282963683971122 48.25224389648803),"17., Bienenweg 1A",,,,,Verkehrsfläche,Bienenstöcken,17,17,,1993,,,0,TopografischeObjekte,"Neuwaldegg, Schrebergärten ""Hügelwiese""",10 März 1993,43903,,,"Bienenweg, 17. Bezirk",1,https://www.geschichtewiki.wien.gv.at/?curid=43903,
KULTURWIKIOGD.287766,287766,POINT (16.477047874625608 48.21036578767113),"22., Mühlhäufelweg 53",,,,,Verkehrsfläche,Bien,22,,,,,,0,topografische_objekte,,,11383,,,Bienweg,1,https://www.geschichtewiki.wien.gv.at/?curid=11383,
KULTURWIKIOGD.287767,287767,POINT (16.401798944336573 48.14027280419429),"10., August-Kronberger-Gasse 15",,,,,Verkehrsfläche,Otto Julius Bierbaum,10,21,,1933,,,0,TopografischeObjekte,Donaufeld,11 Juli 1933,11602,,,Bierbaumgasse (21),1,https://www.geschichtewiki.wien.gv.at/?curid=11602,
KULTURWIKIOGD.287768,287768,POINT (16.401806915841835 48.13974004914561),"10., August-Kronberger-Gasse 9",,,,,Verkehrsfläche,Biererl,10,10,,1956,,Neugasse,0,TopografischeObjekte,Oberlaa,20 Juni 1956,11606,,,Biererlgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=11606,
KULTURWIKIOGD.288027,288027,POINT (16.254703482837414 48.201008815694905),"14., KLG Ströbelgrund PARZ. 21",,,,,Verkehrsfläche,Christine Enghaus,14,14,,2005,,,0,TopografischeObjekte,,10 Mai 2005,32949,,,Christine-Enghaus-Weg,1,https://www.geschichtewiki.wien.gv.at/?curid=32949,
KULTURWIKIOGD.288028,288028,POINT (16.50746965054951 48.22265166631374),"22., Christine-Touaillon-Straße 9",,,,,Verkehrsfläche,Christine Touaillon,22,22,,2012,,,0,TopografischeObjekte,Aspern,28 Februar 2012,33187,,,Christine-Touaillon-Straße,1,https://www.geschichtewiki.wien.gv.at/?curid=33187,
KULTURWIKIOGD.288029,288029,POINT (16.37636077329232 48.20178318939083),"01., Beethovenplatz 2",,,,,Verkehrsfläche,Marie Christine,1,,,,,,0,topografische_objekte,,,19095,,,Christinengasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19095,
KULTURWIKIOGD.288030,288030,POINT (16.421853708843248 48.2749040290106),"21., Ruthnergasse 56-60/24",,,,,Verkehrsfläche,Franz Christmann,21,21,,2004,,,0,TopografischeObjekte,Leopoldau,20 Januar 2004,30938,,,Christmanngasse,1,https://www.geschichtewiki.wien.gv.at/?curid=30938,
KULTURWIKIOGD.288031,288031,POINT (16.35195735727242 48.18826226389231),"05., Reinprechtsdorfer Straße 64",,,,,Verkehrsfläche,"Hausschild ""Zum heiligen Christoph""",5,5,,1862,,Blumengasse,0,TopografischeObjekte,,1862,19500,,,Christophgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19500,
KULTURWIKIOGD.288032,288032,POINT (16.32178870534577 48.19940762216581),"15., Chrobakgasse 4",,,,,Verkehrsfläche,Rudolf Chrobak,15,,,,,,0,topografische_objekte,,,19546,,,Chrobakgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19546,
KULTURWIKIOGD.288033,288033,POINT (16.308607965782393 48.15665759176546),"23., Chromygasse 29",,,,,Verkehrsfläche,Adalbert Chromy,23,23,,1955,,Johann-Strauß-Gasse,0,TopografischeObjekte,Atzgersdorf,7 Dezember 1955,19553,,,Chromygasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19553,
KULTURWIKIOGD.288034,288034,POINT (16.285444039970756 48.17495846208912),"13., Chrudnergasse 7",,,,,Verkehrsfläche,Peter und Alexius Chrudner,13,,,,,,0,topografische_objekte,Lainz,,19564,,,Chrudnergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19564,
KULTURWIKIOGD.288035,288035,POINT (16.373008183118074 48.20758330273012),"01., Singerstraße 8",,,,,Verkehrsfläche,Churhaus,1,,,,,,0,topografische_objekte,,,19586,,,Churhausgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19586,
KULTURWIKIOGD.288036,288036,POINT (16.483349850185075 48.28165160014671),"22., Chvostekgasse 11",,,,,Verkehrsfläche,Franz Chvostek der Jüngere,22,22,,,,Feldgasse,0,TopografischeObjekte,Süßenbrunn,16 November 1955,19637,,,Chvostekgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19637,
KULTURWIKIOGD.288037,288037,POINT (16.350666844490213 48.19762946108317),"06., Amerlingstraße 15",,,,,Verkehrsfläche,Rudolf Chwalla sen.,6,,,,,,0,topografische_objekte,Mariahilf,,19876,,,Chwallagasse,1,https://www.geschichtewiki.wien.gv.at/?curid=19876,
KULTURWIKIOGD.288038,288038,POINT (16.298913712382852 48.250648922520696),"19., Cilli-Löwinger-Weg 13",,,,,Verkehrsfläche,Cilli Löwinger,19,19,,,,,0,TopografischeObjekte,,18 Oktober 1979,20243,,,Cilli-Löwinger-Weg,1,https://www.geschichtewiki.wien.gv.at/?curid=20243,
KULTURWIKIOGD.288039,288039,POINT (16.36312455197659 48.191035075226274),"04., Mittersteig 15/1",,,,,Verkehrsfläche,Cissy Kraner,4,4,,2013,,,0,TopografischeObjekte,,3 Juni 2013,33660,,,Cissy-Kraner-Platz,1,https://www.geschichtewiki.wien.gv.at/?curid=33660,
KULTURWIKIOGD.288040,288040,POINT (16.48091903282976 48.23574605567919),"22., Cizekplatz 4",,,,,Verkehrsfläche,Franz Cizek,22,22,,,,,0,TopografischeObjekte,Aspern,21 Januar 1953,20283,,,Cizekplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=20283,
KULTURWIKIOGD.288041,288041,POINT (16.46205685226035 48.24552685630889),"22., Gewerbeparkstraße 12 Obj. 1",,,,,Verkehrsfläche,Clara Zetkin,22,22,,2004,,,0,TopografischeObjekte,Donaustadt,18 Oktober 2004,33570,,,Clara-Zetkin-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=33570,
KULTURWIKIOGD.288042,288042,POINT (16.46699516144872 48.23628371638915),"22., Claretinergasse 3/5",,,,,Verkehrsfläche,Antonio Maria Claret y Clará,22,22,,,,,0,TopografischeObjekte,,9 Oktober 1986,20363,,,Claretinergasse,1,https://www.geschichtewiki.wien.gv.at/?curid=20363,
KULTURWIKIOGD.288043,288043,POINT (16.26525775736456 48.18276048169326),"13., Girzenberggasse 12",,,,,Verkehrsfläche,Eberhard Clar,13,13,,2009,,,0,TopografischeObjekte,,3 November 2009,33439,,,Clarplatz,1,https://www.geschichtewiki.wien.gv.at/?curid=33439,
KULTURWIKIOGD.288044,288044,POINT (16.419051039765794 48.26494695756676),"21., Claudia-Dietl-Platz 2",,,,,Verkehrsfläche,Claudia Dietl,21,21,,20170101,,,0,topografische_objekte,,1509970331000000,54955,,,Claudia-Dietl-Platz,1,https://www.geschichtewiki.wien.gv.at/?curid=54955,
KULTURWIKIOGD.287231,287231,POINT (16.444282362327016 48.25318457215896),"22., Aladar-Pecht-Gasse 13",,,,,Verkehrsfläche,Aladar Pecht,22,22,,,,,0,TopografischeObjekte,Leopoldau,4 November 1959,17724,,,Aladar-Pecht-Gasse,1,https://www.geschichtewiki.wien.gv.at/?curid=17724,
KULTURWIKIOGD.287232,287232,POINT (16.388956864047735 48.151218660210326),"10., Holzknechtstraße 64 Parz. 515",,,,,Verkehrsfläche,Römischen Legio Alaudarum,10,10,,,,,0,TopografischeObjekte,Oberlaa-Stadt,3 September 1968,18002,,,Alaudagasse,1,https://www.geschichtewiki.wien.gv.at/?curid=18002,
KULTURWIKIOGD.287233,287233,POINT (16.29367069758461 48.17578948587644),"13., Alban-Berg-Weg 10 Haus 9",,,,,Verkehrsfläche,Alban Berg,13,13,,,,,0,TopografischeObjekte,Lainz,11 November 1969,18016,,,Alban-Berg-Weg,1,https://www.geschichtewiki.wien.gv.at/?curid=18016,
KULTURWIKIOGD.287234,287234,POINT (16.43968824846361 48.21831218114337),"22., Albatrosgasse 9",,,,,Verkehrsfläche,Albatros,22,22,,,,,0,TopografischeObjekte,Stadlau,6 November 1957,18017,,,Albatrosgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=18017,
KULTURWIKIOGD.287235,287235,POINT (16.330797536707507 48.20164461889568),"15., Alberichgasse 6",,,,,Verkehrsfläche,Alberich,15,,,,,,0,topografische_objekte,,,18023,,,Alberichgasse,1,https://www.geschichtewiki.wien.gv.at/?curid=18023,
